report_id,site,narrative
OIL-2026-03759,Maintenance Yard,Someone said the pressure was high during Hot Work. Need to investigate further.
OIL-2026-03760,Pipeline Sector 4,Trench collapsed during Simultaneous Operations excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03761,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Lifting Operations on it. Intervened before access.
OIL-2026-03762,Terminal Operations,Found some fluid on the deck near Confined Space. Not sure if water or oil.
OIL-2026-03763,Offshore Platform Alpha,"Hydraulic hose burst during Gas Releases, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-03764,Drilling Rig Delta,Slight trip hazard identified at PPE observations location due to uneven grating. Marked with high-viz tape.
OIL-2026-03765,Refinery Unit B,Walkway obstructed by empty pallets near Minor maintenance issues area. Removed by housekeeping.
OIL-2026-03766,Maintenance Yard,Small localized smoldering fire observed during PPE observations hot work. Extinguished immediately with local fire watch.
OIL-2026-03767,Terminal Operations,Major hydrocarbon gas release during Dropped Objects. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03768,Maintenance Yard,"Catastrophic failure of lifting gear during Chemical Exposure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03769,Drilling Rig Delta,"Vehicle struck a pedestrian crossing the yard during Fire. Severe trauma sustained, medevac initiated."
OIL-2026-03770,Pipeline Sector 4,Small localized smoldering fire observed during Gas Releases hot work. Extinguished immediately with local fire watch.
OIL-2026-03771,Refinery Unit B,"Vehicle struck a pedestrian crossing the yard during Working at Height. Severe trauma sustained, medevac initiated."
OIL-2026-03772,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Dropped Objects on it. Intervened before access.
OIL-2026-03773,Maintenance Yard,"Catastrophic failure of lifting gear during Fire. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03774,Maintenance Yard,Contractor dropped something during Dropped Objects. Didn't see what it was.
OIL-2026-03775,Pipeline Sector 4,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything."
OIL-2026-03776,Refinery Unit B,"Loud bang heard near Overpressure unit, but no damage found and no one saw anything."
OIL-2026-03777,Terminal Operations,"During Confined Space, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03778,Maintenance Yard,Found some fluid on the deck near Minor maintenance issues. Not sure if water or oil. It was raining heavily at the time.
OIL-2026-03779,Pipeline Sector 4,Small localized smoldering fire observed during Overpressure hot work. Extinguished immediately with local fire watch. I didn't have my glasses on but I saw it happen.
OIL-2026-03780,Maintenance Yard,Handrail paint ws peeling near teh Chemical Exposure sector. Maintenance request submitted.
OIL-2026-03781,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Vehicle Movement. Cleaned and tightened. Radio comms were a bit staticky.
OIL-2026-03782,Refinery Unit B,"Hydraulic hose burst during Routine inspections, spraying fluid across the deck. Operator was wearing face shield, no injury. The contractor was late to the shift."
OIL-2026-03783,Terminal Operations,Contractor reminded to use three points of contact on stairs near Vehicle Movement unit.
OIL-2026-03784,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Confined Space. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03785,Pipeline Sector 4,"While performing Overpressure, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-03786,Drilling Rig Delta,Small localized smoldering fire observed during Gas Releases hot work. Extinguished immediately with local fire watch.
OIL-2026-03787,Pipeline Sector 4,Worker bypassed machine guard during Energy Isolation / LOTO to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03788,Refinery Unit B,Handrail paint was peeling near the Housekeeping sector. Maintenance request submitted. We had a safety meeting about this just yesterday.
OIL-2026-03789,Refinery Unit B,Received report of incident during Overpressure. Could not verify details.
OIL-2026-03790,Pipeline Sector 4,Worker fell 5 meters during Hot Work because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03791,Pipeline Sector 4,Someone said teh pressure ws high during Routine inspections. Need to investigate further.
OIL-2026-03792,Terminal Operations,Worker observed not wearing full PPE during Vehicle Movement in the safe zone. Reminded and complied.
OIL-2026-03793,Pipeline Sector 4,"Worker reported feeling unwell after Vehicle Movement. Might be related, might be food poisoning. I didn't have my glasses on but I saw it happen."
OIL-2026-03794,Pipeline Sector 4,Small localized smoldering fire observed during Simultaneous Operations hot work. Extinguished immediately with local fire watch.
OIL-2026-03795,Offshore Platform Alpha,Major hydrocarbon gas release during Vehicle Movement. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03796,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Overpressure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03797,Pipeline Sector 4,"While performing Electrical Hazards, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-03798,Refinery Unit B,"Crane slewed unexpectedly during Minor maintenance issues, load swung over teh pedestrian walkway. Exclusion zone ws active, no personnel exposed. Lunch had just finished."
OIL-2026-03799,Offshore Platform Alpha,Slight trip hazard identified at Excavation location due to uneven grating. Marked with high-viz tape.
OIL-2026-03800,Terminal Operations,Worker fell 5 meters during Dropped Objects because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03801,Offshore Platform Alpha,Arc flash occurred during Housekeeping in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03802,Pipeline Sector 4,Contractor dropped something during Hydrocarbon Leaks. Didn't see what it was.
OIL-2026-03803,Drilling Rig Delta,Arc flash occurred during Lifting Operations in teh main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03804,Offshore Platform Alpha,Contractor reminded to use three points of contact on stairs near Vehicle Movement unit.
OIL-2026-03805,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Working at Height on it. Intervened before access.
OIL-2026-03806,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Simultaneous Operations. Severe trauma sustained, medevac initiated."
OIL-2026-03807,Offshore Platform Alpha,Scaffold tag was red but workers were seen preparing for Excavation on it. Intervened before access.
OIL-2026-03808,Pipeline Sector 4,Worker bypassed machine guard during Excavation to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03809,Offshore Platform Alpha,Contractor dropped something during Simultaneous Operations. Didn't see what it was.
OIL-2026-03810,Terminal Operations,Contractor reminded to use three points of contact on stairs near Electrical Hazards unit.
OIL-2026-03811,Pipeline Sector 4,"Worker reported feeling unwell after Energy Isolation / LOTO. Might be related, might be food poisoning."
OIL-2026-03812,Pipeline Sector 4,Arc flash occurred during Fire in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03813,Offshore Platform Alpha,Contractor dropped something during Process Upsets. Didn't see what it was.
OIL-2026-03814,Drilling Rig Delta,Worker observed not wearing full PPE during Hydrocarbon Leaks in the safe zone. Reminded and complied.
OIL-2026-03815,Refinery Unit B,"While performing Energy Isolation / LOTO, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss. I didn't have my glasses on but I saw it happen."
OIL-2026-03816,Offshore Platform Alpha,"While performing Hot Work, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-03817,Pipeline Sector 4,Small localized smoldering fire observed during PPE observations hot work. Extinguished immediately with local fire watch. The supervisor was not present.
OIL-2026-03818,Pipeline Sector 4,"Loud bang heard near Energy Isolation / LOTO unit, but no damage found and no one saw anything."
OIL-2026-03819,Drilling Rig Delta,"Crane slewed unexpectedly during Excavation, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed. I didn't have my glasses on but I saw it happen."
OIL-2026-03820,Offshore Platform Alpha,"Worker reported feeling unwell after Process Upsets. Might be related, might be food poisoning."
OIL-2026-03821,Pipeline Sector 4,"During Lifting Operations, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03822,Pipeline Sector 4,"Catastrophic failure of lifting gear during Chemical Exposure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03823,Terminal Operations,Small localized smoldering fire observed during Housekeeping hot work. Extinguished immediately with local fire watch.
OIL-2026-03824,Pipeline Sector 4,Small localized smoldering fire observed during Energy Isolation / LOTO hot work. Extinguished immediately with local fire watch.
OIL-2026-03825,Maintenance Yard,The gauge looked weird during Dropped Objects. We left it alone.
OIL-2026-03826,Drilling Rig Delta,"Catastrophic failure of lifting gear during Process Upsets. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03827,Offshore Platform Alpha,Routine Working at Height completed without any safety incidents.
OIL-2026-03828,Drilling Rig Delta,Contractor found entering restricted Energy Isolation / LOTO area without a valid permit. Escorted out and work stopped.
OIL-2026-03829,Pipeline Sector 4,Arc flash occurred during PPE observations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
